circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Telangana Circle,Hyderabad Region,Adilabad Division,Kothimir B.O,504273,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,19.3638689,79.5376658
Telangana Circle,Hyderabad Region,Adilabad Division,Papanpet B.O,504299,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,19.4764899,79.583923
Telangana Circle,Hyderabad Region,Adilabad Division,Bareguda B.O,504296,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,19.3285752,79.4760132
Telangana Circle,Hyderabad Region,Adilabad Division,Vempalli B.O,504209,BO,Delivery,MANCHERIAL,TELANGANA,18.8730283,79.4118699
Telangana Circle,Hyderabad Region,Adilabad Division,Chakepalli B.O,504272,BO,Delivery,MANCHERIAL,TELANGANA,19.182086,79.4816378
Telangana Circle,Hyderabad Region,Adilabad Division,Ginnedhari B.O,504297,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,19.1973141,79.2394761
Telangana Circle,Hyderabad Region,Adilabad Division,Malini,504295,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,19.458073,79.400529
Telangana Circle,Hyderabad Region,Hanamkonda Division,Yellapur B.O,506371,BO,Delivery,HANUMAKONDA,TELANGANA,18.0814575,79.4986557
Telangana Circle,Hyderabad Region,Karimnagar Division,Yellapur B.O,505415,BO,Delivery,Jagitial,TELANGANA,18.684847,79.110961
Telangana Circle,Hyderabad Region,Karimnagar Division,Mucherla B.O,505304,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.268181,78.622141
Telangana Circle,Hyderabad Region,Karimnagar Division,Pegadapalli B.O,505532,BO,Delivery,Jagitial,TELANGANA,18.698599,79.074032
Telangana Circle,Hyderabad Region,Hanamkonda Division,Kondaparthy B.O,506003,BO,Delivery,HANUMAKONDA,TELANGANA,17.922479,79.5384425
Telangana Circle,Hyderabad Region,Hanamkonda Division,Abdulnagaram B.O,506145,BO,Delivery,JANGOAN,TELANGANA,17.9319733,79.23069
Telangana Circle,Hyderabad Region,Hanamkonda Division,Rajavaram B.O,506144,BO,Delivery,JANGOAN,TELANGANA,17.8877326,79.3885943
Telangana Circle,Hyderabad Region,Hanamkonda Division,China Raman Cherla B.O,506221,BO,Delivery,JANGOAN,TELANGANA,17.76814,79.0459949
Telangana Circle,Hyderabad Region,Hanamkonda Division,Tatikonda B.O,506301,BO,Delivery,JANGOAN,TELANGANA,17.8133662,79.3340276
Telangana Circle,Hyderabad Region,Hanamkonda Division,Chinchinkota B.O,506223,BO,Delivery,SIDDIPET,TELANGANA,17.874619,78.9639012
Telangana Circle,Hyderabad Region,Hanamkonda Division,Garmillapalli B.O,506143,BO,Delivery,HANUMAKONDA,TELANGANA,17.7922519,79.4935684
Telangana Circle,Hyderabad Region,Karimnagar Division,Samudrala,505467,BO,Delivery,SIDDIPET,TELANGANA,18.110847,79.12154
Telangana Circle,Hyderabad Region,Hanamkonda Division,Narmetta B.O,506175,BO,Non Delivery,JANGOAN,TELANGANA,17.932,79.1521
Telangana Circle,Hyderabad Region,Hanamkonda Division,Rebarthy B.O,506367,BO,Delivery,SIDDIPET,TELANGANA,17.223,79.12
Telangana Circle,Hyderabad Region,Hanamkonda Division,Posanpalli B.O,506355,BO,Delivery,SIDDIPET,TELANGANA,16.996,78.923
Telangana Circle,Hyderabad Region,Hanamkonda Division,Pasaramadla B.O,506201,BO,Delivery,JANGOAN,TELANGANA,16.442,78.854
Telangana Circle,Hyderabad Region,Hanamkonda Division,Nidigonda B.O,506244,BO,Delivery,JANGOAN,TELANGANA,15.4025,76.596
Telangana Circle,Hyderabad Region,Hanamkonda Division,Wanaparthy B.O,506303,BO,Delivery,JANGOAN,TELANGANA,16.3287414,70.8964
Telangana Circle,Hyderabad Region,Hanamkonda Division,Dammannapet B.O,506342,BO,Delivery,WARANGAL,TELANGANA,18.06741,79.67243
Telangana Circle,Hyderabad Region,Karimnagar Division,Nagaram B.O,505301,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.447239,78.768873
Telangana Circle,Hyderabad Region,Hanamkonda Division,Kasimpalli B.O,506169,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,79,17
Telangana Circle,Hyderabad Region,Hanamkonda Division,Laxmareddipalli B.O,506168,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,35.8968,61.25369
Telangana Circle,Hyderabad Region,Hanamkonda Division,Garimillapalli B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,39.5698,58.6359
Telangana Circle,Hyderabad Region,Hanamkonda Division,Sarvai B.O,506165,BO,Delivery,Mulugu,TELANGANA,18.49165,80.33064
Telangana Circle,Hyderabad Region,Hanamkonda Division,Thimmapur B.O,506345,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.3295766,79.9764416
Telangana Circle,Hyderabad Region,Hanamkonda Division,Machapur B.O,506344,BO,Delivery,Mulugu,TELANGANA,18.2115978,80.0623935
Telangana Circle,Hyderabad Region,Hanamkonda Division,Potlapur B.O,506352,BO,Delivery,Mulugu,TELANGANA,18.11062,79.99191
Telangana Circle,Hyderabad Region,Hanamkonda Division,Balannagudem B.O,506172,BO,Delivery,Mulugu,TELANGANA,18.19854,80.52428
Telangana Circle,Hyderabad Region,Hanamkonda Division,Jadalpet B.O,506170,BO,Non Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.3690203,79.7398632
Telangana Circle,Hyderabad Region,Hanamkonda Division,Relakunta B.O,506350,BO,Delivery,WARANGAL,TELANGANA,18.0792252,79.8205965
Telangana Circle,Hyderabad Region,Hanamkonda Division,Akinepalli B.O,506366,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.3614001,79.5950964
Telangana Circle,Hyderabad Region,Hanamkonda Division,Abbapur B.O,506343,BO,Delivery,Mulugu,TELANGANA,18.1662582,79.9346789
Telangana Circle,Hyderabad Region,Hanamkonda Division,Narlapur B.O,506391,BO,Delivery,WARANGAL,TELANGANA,18.2414939,79.6011127
Telangana Circle,Hyderabad Region,Hanamkonda Division,Oorattam B.O,506347,BO,Delivery,Mulugu,TELANGANA,18.3228717,80.2191091
Telangana Circle,Hyderabad City Region,Medak Division,Narlapur BO,502102,BO,Delivery,MEDAK,TELANGANA,18.074595,78.540842
Telangana Circle,Hyderabad Region,Hanamkonda Division,Ramannagudem B.O,506348,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.251473,79.8563815
Telangana Circle,Hyderabad Region,Hanamkonda Division,Gatlakaniparthy B.O,506319,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.1340162,79.6803943
Telangana Circle,Hyderabad Region,Karimnagar Division,Donthapur B.O,505425,BO,Delivery,Jagitial,TELANGANA,19.0373464,79.0338275
Telangana Circle,Hyderabad Region,Karimnagar Division,Vemulakurthi B.O,505450,BO,Delivery,Jagitial,TELANGANA,18.963234,78.599195
Telangana Circle,Hyderabad Region,Karimnagar Division,Maddutla B.O,505452,BO,Delivery,Jagitial,TELANGANA,18.713857,78.896219
Telangana Circle,Hyderabad Region,Karimnagar Division,Bandapalli B.O,505403,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.527283,78.734078
Telangana Circle,Hyderabad Region,Karimnagar Division,Kalvakota B.O,505453,BO,Delivery,Jagitial,TELANGANA,18.764121,78.783038
Telangana Circle,Hyderabad Region,Karimnagar Division,Chowlamaddi B.O,505325,BO,Delivery,Jagitial,TELANGANA,18.827968,78.650479
Telangana Circle,Hyderabad Region,Karimnagar Division,Namapur B.O,505404,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.290594,78.672817
Telangana Circle,Hyderabad Region,Karimnagar Division,Mogalpet B.O,505331,BO,Delivery,Jagitial,TELANGANA,18.965772,78.652271
Telangana Circle,Hyderabad City Region,Sangareddy Division,Ratnapur B.O,502313,BO,Delivery,MEDAK,TELANGANA,17.82648522,78.34469554
Telangana Circle,Hyderabad Region,Karimnagar Division,Nakkalapet B.O,505454,BO,Delivery,Jagitial,TELANGANA,18.971145,79.060268
Telangana Circle,Hyderabad Region,Karimnagar Division,Chelgal B.O,505455,BO,Delivery,Jagitial,TELANGANA,18.812997,78.876429
Telangana Circle,Hyderabad Region,Karimnagar Division,Pembatla Konapur B.O,505529,BO,Delivery,Jagitial,TELANGANA,18.869963,78.938441
Telangana Circle,Hyderabad Region,Karimnagar Division,Adivipadira B.O,505305,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.508535,78.598831
Telangana Circle,Hyderabad Region,Karimnagar Division,Joganapalli B.O,505460,BO,Delivery,Jagitial,TELANGANA,18.862387,78.784075
Telangana Circle,Hyderabad Region,Karimnagar Division,Thimmapur B.O,505307,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.577866,78.800404
Telangana Circle,Hyderabad Region,Warangal Division,Mallial B.O,506102,BO,Delivery,MAHABUBABAD,TELANGANA,17.560186,79.961567
Telangana Circle,Hyderabad Region,Nizamabad Division,BASWAPUR B.O,503305,BO,Delivery,KAMAREDDY,TELANGANA,18.3605683,77.6035566
Telangana Circle,Hyderabad Region,Karimnagar Division,Tangallapalli B.O,505405,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.368322,78.816626
Telangana Circle,Hyderabad Region,Karimnagar Division,Akkannapet B.O,505466,BO,Delivery,SIDDIPET,TELANGANA,18.032397,79.207488
Telangana Circle,Hyderabad Region,Karimnagar Division,Gundaram B.O,505528,BO,Delivery,SIDDIPET,TELANGANA,18.245551,78.981185
Telangana Circle,Hyderabad Region,Karimnagar Division,Tadagonda B.O,505524,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.534319,78.943516
Telangana Circle,Hyderabad Region,Karimnagar Division,Ambaripet B.O,505526,BO,Delivery,Jagitial,TELANGANA,18.796416,79.186556
Telangana Circle,Hyderabad City Region,Sangareddy Division,Atmakur B.O,502291,BO,Delivery,SANGAREDDY,TELANGANA,17.682775,77.93443
Telangana Circle,Hyderabad Region,Karimnagar Division,Achampalli B.O,505445,BO,Delivery,KARIMNAGAR,TELANGANA,18.477263,78.990659
Telangana Circle,Hyderabad Region,Karimnagar Division,Cheppial B.O,505501,BO,Delivery,Jagitial,TELANGANA,18.612649,78.930684
Telangana Circle,Hyderabad Region,Karimnagar Division,Vallampatla B.O,505402,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.355288,78.933098
Telangana Circle,Hyderabad Region,Karimnagar Division,Algunur B.O,505527,BO,Delivery,KARIMNAGAR,TELANGANA,18.401664,79.145894
Telangana Circle,Hyderabad Region,Karimnagar Division,Polampalli B.O,505469,BO,Delivery,KARIMNAGAR,TELANGANA,18.302695,79.237025
Telangana Circle,Hyderabad Region,Karimnagar Division,Bommakal B.O,505002,BO,Delivery,KARIMNAGAR,TELANGANA,18.446451,79.163318
Telangana Circle,Hyderabad Region,Karimnagar Division,Nallagonda B.O,505481,BO,Delivery,KARIMNAGAR,TELANGANA,18.307625,79.186513
Telangana Circle,Hyderabad Region,Karimnagar Division,Katnapalli B.O,505531,BO,Delivery,KARIMNAGAR,TELANGANA,18.54364,79.112506
Telangana Circle,Hyderabad Region,Karimnagar Division,Koheda B.O,505473,BO,Delivery,SIDDIPET,TELANGANA,18.171449,79.093859
Telangana Circle,Hyderabad Region,Karimnagar Division,Jangapalli B.O,505530,BO,Delivery,KARIMNAGAR,TELANGANA,18.326721,79.088044
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Nagal Kadmoor B.O,509130,BO,Delivery,WANAPARTHY,TELANGANA,16.3752813,77.7747811
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Mittadoddi B.O,509127,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0176398,77.6714337
Telangana Circle,Hyderabad City Region,Sangareddy Division,Gopanpally B.O,502221,BO,Delivery,SANGAREDDY,TELANGANA,17.67545549,77.51495292
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Rekulampalli B.O,509219,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.4989232,77.8770759
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Alwalpad B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2423266,77.6194372
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tottinon Doddi B.O,509129,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9841544,77.545901
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Peddamamidala Padu B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.99478,77.9217
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Paipadu B.O,509126,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9446413,77.8634103
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Marmungal B.O,509153,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9421059,78.0395629
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Yapadinne B.O,509135,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9819516,77.743555
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kandur B.O,509382,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7009527,78.051753
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Bommanpad B.O,509407,BO,Delivery,Narayanpet,TELANGANA,16.7638286,77.5943745
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Dokur B.O,509204,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.5311546,77.9425569
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tankara B.O,509334,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.8157485,77.9518893
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Hakeempet B.O,509350,BO,Delivery,Narayanpet,TELANGANA,17.0377518,77.7460707
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Boyapally B.O,509002,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7818434,77.9900402
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kachwar B.O,509353,BO,Delivery,Narayanpet,TELANGANA,16.5300555,77.5614652
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Parsapur B.O,509338,BO,Delivery,VIKARABAD,TELANGANA,17.072475,77.6469666
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chandraspalli B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.8113904,77.7981979
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chandravancha B.O,509339,BO,Delivery,Narayanpet,TELANGANA,17.0118179,77.6754289
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tangadgi B.O,509352,BO,Delivery,Narayanpet,TELANGANA,16.429419,77.2999227
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Antharam B.O,509335,BO,Delivery,VIKARABAD,TELANGANA,16.9757222,77.8636982
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Nellikondi B.O,509409,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.5156343,77.7964731
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Dorepally B.O,509411,BO,Delivery,Narayanpet,TELANGANA,16.8730023,77.6524975
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chityala B.O,509208,BO,Delivery,Narayanpet,TELANGANA,16.4115146,77.5291927
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Theelair B.O,509351,BO,Delivery,Narayanpet,TELANGANA,16.6158834,77.7516911
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Mangampet B.O,509337,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.9098736,77.8717078
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Amdipur B.O,509210,BO,Delivery,Narayanpet,TELANGANA,16.6613566,77.4410769
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Lingampaly B.O,509340,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.839842,78.1519019
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Antharam B.O,509336,BO,Delivery,VIKARABAD,TELANGANA,16.9570413,77.5002672
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chinnaporla B.O,509311,BO,Delivery,Narayanpet,TELANGANA,16.5905833,77.5372266
Telangana Circle,Hyderabad City Region,Medak Division,Katrial B.O,502115,BO,Delivery,MEDAK,TELANGANA,18.152495,78.351187
Telangana Circle,Hyderabad City Region,Medak Division,Chinna Shivnoor B.O,502255,BO,Delivery,MEDAK,TELANGANA,17.941635,78.485627
Telangana Circle,Hyderabad City Region,Medak Division,Nagapuram B.O,502113,BO,Delivery,MEDAK,TELANGANA,18.123866,78.25994
Telangana Circle,Hyderabad City Region,Medak Division,Manoharabad B.O,502336,BO,Delivery,MEDAK,TELANGANA,17.766566,78.468266
Telangana Circle,Hyderabad City Region,Medak Division,Perur B.O,502109,BO,Delivery,MEDAK,TELANGANA,18.026888,78.217134
Telangana Circle,Hyderabad City Region,Medak Division,Ananthasagar B.O,502247,BO,Delivery,MEDAK,TELANGANA,17.978759,78.486966
Telangana Circle,Hyderabad City Region,Medak Division,Nagulapally B.O,502335,BO,Delivery,MEDAK,TELANGANA,17.868644,78.45714
Telangana Circle,Hyderabad City Region,Medak Division,Khajapur B.O,502248,BO,Delivery,MEDAK,TELANGANA,18.058804,78.386693
Telangana Circle,Hyderabad City Region,Medak Division,Lingaipally B.O,502303,BO,Delivery,MEDAK,TELANGANA,18.076462,78.026724
Telangana Circle,Hyderabad City Region,Medak Division,M.Bhupathipur B.O,502117,BO,Delivery,MEDAK,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Kadloor B.O,502302,BO,Delivery,MEDAK,TELANGANA,17.956967,77.999745
Telangana Circle,Hyderabad City Region,Medak Division,Waddepalli B.O,502334,BO,Delivery,SIDDIPET,TELANGANA,17.5256,78.344
Telangana Circle,Hyderabad City Region,Medak Division,Kurthiwada B.O,502331,BO,Delivery,MEDAK,TELANGANA,18.061658,78.116385
Telangana Circle,Hyderabad City Region,Medak Division,Vittalapur B.O,502310,BO,Delivery,SIDDIPET,TELANGANA,18.231706,78.864603
Telangana Circle,Hyderabad City Region,Medak Division,Gambheerpur B.O,502108,BO,Delivery,SIDDIPET,TELANGANA,18.223182,78.605979
Telangana Circle,Hyderabad City Region,Medak Division,Anajipur B.O,502278,BO,Delivery,SIDDIPET,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Gollapally B.O,502281,BO,Delivery,SIDDIPET,TELANGANA,17.803003,78.816496
Telangana Circle,Hyderabad City Region,Medak Division,Timmapur B.O,502312,BO,Delivery,SIDDIPET,TELANGANA,17.842964,78.793908
Telangana Circle,Hyderabad City Region,Medak Division,Lingareddipally B.O,502276,BO,Delivery,SIDDIPET,TELANGANA,18.0729,78.5214
Telangana Circle,Hyderabad City Region,Medak Division,Thoguta B.O,502372,BO,Delivery,SIDDIPET,TELANGANA,18.01368,78.7157
Telangana Circle,Hyderabad City Region,Medak Division,Mangole B.O,502301,BO,Delivery,SIDDIPET,TELANGANA,17.911481,78.786903
Telangana Circle,Hyderabad City Region,Medak Division,Baddipadaga B.O,502375,BO,Delivery,SIDDIPET,TELANGANA,18.106436,79.016698
Telangana Circle,Hyderabad City Region,Medak Division,Erraballi B.O,502279,BO,Delivery,SIDDIPET,TELANGANA,17.758884,78.754003
Telangana Circle,Hyderabad City Region,Medak Division,Akkaram B.O,502311,BO,Delivery,SIDDIPET,TELANGANA,17.82222,78.739671
Telangana Circle,Hyderabad City Region,Medak Division,Narayanaraopet B.O,502107,BO,Delivery,SIDDIPET,TELANGANA,18.209902,78.77944
Telangana Circle,Hyderabad Region,Nalgonda Division,Golankonda B.O,508101,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.5900333,79.1343433
Telangana Circle,Hyderabad Region,Nalgonda Division,Paladugu B.O,508111,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3933,79.2024
Telangana Circle,Hyderabad Region,Nalgonda Division,Guduru B.O,508126,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4919366,78.8229966
Telangana Circle,Hyderabad Region,Nalgonda Division,Chowllaramavaram B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4640693,79.2639886
Telangana Circle,Hyderabad Region,Nalgonda Division,Jiblakpalli B.O,508284,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Challoor B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.6831,78.9260316
Telangana Circle,Hyderabad Region,Nalgonda Division,Suraram B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3644465,79.2234983
Telangana Circle,Hyderabad Region,Nalgonda Division,Bollepalli B.O,508285,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4085632,78.9272555
Telangana Circle,Hyderabad Region,Nalgonda Division,Sunkishala B.O,508112,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4625,79.07861
Telangana Circle,Hyderabad Region,Nalgonda Division,Varaturu B.O,508286,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.5518416,79.0808016
Telangana Circle,Hyderabad Region,Nalgonda Division,Jangampalli B.O,508115,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.612905,78.871335
Telangana Circle,Hyderabad Region,Nalgonda Division,G.Aeroli B.O,508255,BO,Delivery,NALGONDA,TELANGANA,16.9818776,79.0603695
Telangana Circle,Hyderabad Region,Nalgonda Division,Kurmedu B.O,508250,BO,Delivery,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Mandra B.O,508114,BO,Delivery,NALGONDA,TELANGANA,17.1851,79.0567
Telangana Circle,Hyderabad Region,Nalgonda Division,Gagillapur B.O,508248,BO,Delivery,NALGONDA,TELANGANA,16.8134,78.6235
Telangana Circle,Hyderabad Region,Nalgonda Division,Palwai B.O,508257,BO,Delivery,NALGONDA,TELANGANA,16.7572143,79.0353752
Telangana Circle,Hyderabad Region,Nalgonda Division,Anumula B.O,508377,BO,Delivery,NALGONDA,TELANGANA,17.052396,79.2671739
Telangana Circle,Hyderabad Region,Nalgonda Division,Vijayapuri North B.O,508202,BO,Non Delivery,NALGONDA,TELANGANA,17.05662,79.268333
Telangana Circle,Hyderabad Region,Nalgonda Division,Mustipalli B.O,508243,BO,Delivery,NALGONDA,TELANGANA,16.76866,78.965435
Telangana Circle,Hyderabad Region,Nalgonda Division,Ananthampet B.O,508245,BO,Delivery,NALGONDA,TELANGANA,16.1245,78.2645
Telangana Circle,Hyderabad Region,Nalgonda Division,Narsinghpatla B.O,508244,BO,Delivery,NALGONDA,TELANGANA,17.0318331,79.1329173
Telangana Circle,Hyderabad Region,Nalgonda Division,Medlavai B.O,508373,BO,Delivery,NALGONDA,TELANGANA,16.8261859,78.970196
Telangana Circle,Hyderabad Region,Nalgonda Division,Gujja B.O,508253,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.1123616,78.8995633
Telangana Circle,Hyderabad Region,Nalgonda Division,Vattimarthi B.O,508254,BO,Delivery,NALGONDA,TELANGANA,17.2257065,79.1581221
Telangana Circle,Hyderabad Region,Nalgonda Division,Utlapally B.O,508266,BO,Delivery,NALGONDA,TELANGANA,16.633418,79.1750179
Telangana Circle,Hyderabad Region,Nalgonda Division,Appajipet B.O,508002,BO,Delivery,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Cherla Gowravaram B.O,508004,BO,Delivery,NALGONDA,TELANGANA,17.01265,79.15621
Telangana Circle,Hyderabad Region,Nalgonda Division,Koppole B.O,508256,BO,Delivery,NALGONDA,TELANGANA,16.900599,79.1529876
Telangana Circle,Hyderabad Region,Nizamabad Division,Vennelb B.O,503217,BO,Delivery,NIZAMABAD,TELANGANA,18.8546383,78.3809383
Telangana Circle,Hyderabad Region,Nizamabad Division,Janakampet B.O,503307,BO,Delivery,NIZAMABAD,TELANGANA,18.741399,78.3508841
Telangana Circle,Hyderabad Region,Nizamabad Division,Nallapalli B.O,503164,BO,Delivery,NIZAMABAD,TELANGANA,18.5454757,78.2419318
Telangana Circle,Hyderabad Region,Nizamabad Division,Yellareddypalli B.O,503110,BO,Delivery,KAMAREDDY,TELANGANA,18.1690283,78.2646533
Telangana Circle,Hyderabad Region,Nizamabad Division,Tadlarampur B.O,503308,BO,Delivery,NIZAMABAD,TELANGANA,18.835245,78.510708
Telangana Circle,Hyderabad Region,Nizamabad Division,Shetpalli B.O,503218,BO,Delivery,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Kalhadi B.O,503213,BO,Delivery,NIZAMABAD,TELANGANA,18.7896716,78.1768666
Telangana Circle,Hyderabad Region,Nizamabad Division,Sunket B.O,503225,BO,Delivery,NIZAMABAD,TELANGANA,18.7879189,78.4292248
Telangana Circle,Hyderabad Region,Nizamabad Division,Badguni B.O,503212,BO,Delivery,NIZAMABAD,TELANGANA,18.8770061,78.1479245
Telangana Circle,Hyderabad Region,Nizamabad Division,Lakhora B.O,503311,BO,Delivery,NIZAMABAD,TELANGANA,18.7966216,78.3488116
Telangana Circle,Hyderabad Region,Nizamabad Division,Manthani B.O,503223,BO,Delivery,NIZAMABAD,TELANGANA,18.8459083,78.2552833
Telangana Circle,Hyderabad Region,Nizamabad Division,Konapur B.O,503187,BO,Delivery,KAMAREDDY,TELANGANA,18.4081368,77.9770209
Telangana Circle,Hyderabad Region,Nizamabad Division,Tujlapur B.O,503125,BO,Delivery,KAMAREDDY,TELANGANA,18.1894413,78.5477163
Telangana Circle,Hyderabad Region,Nizamabad Division,Fathlapur B.O,503306,BO,Delivery,KAMAREDDY,TELANGANA,18.3808216,77.6764033
Telangana Circle,Hyderabad Region,Nizamabad Division,Gurjal B.O,503114,BO,Delivery,KAMAREDDY,TELANGANA,18.35771,78.1409383
Telangana Circle,Hyderabad Region,Nizamabad Division,Narsannapalli B.O,503102,BO,Delivery,KAMAREDDY,TELANGANA,18.2746869,78.3558637
Telangana Circle,Hyderabad Region,Nizamabad Division,Adloor B.O,503112,BO,Delivery,KAMAREDDY,TELANGANA,18.3558646,78.329699
Telangana Circle,Hyderabad Region,Nizamabad Division,Polkampet B.O,503124,BO,Delivery,KAMAREDDY,TELANGANA,18.1745669,78.1611606
Telangana Circle,Hyderabad Region,Nizamabad Division,Gundekallur B.O,503309,BO,Delivery,KAMAREDDY,TELANGANA,18.4592782,77.7291779
Telangana Circle,Hyderabad Region,Nizamabad Division,Malthummeda B.O,503108,BO,Delivery,KAMAREDDY,TELANGANA,18.1047959,78.1546553
Telangana Circle,Hyderabad Region,Nizamabad Division,Kodapkal Kalan B.O,503310,BO,Delivery,KAMAREDDY,TELANGANA,18.2892081,77.7583006
Telangana Circle,Hyderabad Region,Nizamabad Division,Moshampur B.O,503144,BO,Delivery,KAMAREDDY,TELANGANA,18.4105263,78.3219411
Telangana Circle,Hyderabad Region,Nizamabad Division,Mathumal B.O,503122,BO,Delivery,KAMAREDDY,TELANGANA,18.1274036,78.0083714
Telangana Circle,Hyderabad Region,Nizamabad Division,Karadpalli B.O,503120,BO,Delivery,KAMAREDDY,TELANGANA,18.3625628,78.1832829
Telangana Circle,Hyderabad Region,Nizamabad Division,Kandagaon B.O,503235,BO,Delivery,NIZAMABAD,TELANGANA,18.7458966,77.947735
Telangana Circle,Hyderabad Region,Nizamabad Division,Kistapur B.O,503321,BO,Delivery,KAMAREDDY,TELANGANA,18.4491407,77.8153681
